ID;EDAD;RANGO_EDAD;SITUACION;ANTIGUEDAD;EDUCACION;ESTADO_CIVIL;INGRESO;CNT_PRESTAMOS;DESTINO;CATEGORIA;COMPORTAMIENTO
1468951;34;joven-adulto;dependiente;7;terciaria;soltero;12000000;1;vehiculo;B;malo
1470636;29;joven-adulto;independiente;13;secundaria;soltero;24550000;9;otros;B;bueno
2871509;61;mayor;dependiente;2;primaria;soltero;6400000;1;vivienda;C;bueno
2278844;58;mayor;independiente;1;terciaria;soltero;19150000;8;otros;A;bueno
1765096;46;adulto;dependiente;15;terciaria;soltero;2500000;8;vehiculo;B;malo
2871607;57;mayor;independiente;6;secundaria;soltero;10700000;2;vivienda;A;bueno
2888502;38;joven-adulto;independiente;12;terciaria;soltero;13100000;4;otros;A;bueno
2495306;30;joven-adulto;dependiente;12;primaria;casado;30850000;6;consumo;B;bueno
2811894;41;adulto;independiente;11;primaria;casado;2600000;8;otros;B;bueno
1576498;39;joven-adulto;dependiente;12;secundaria;soltero;14100000;8;otros;C;malo
3359570;27;joven;independiente;14;secundaria;casado;6000000;9;vehiculo;A;malo
4703656;52;adulto;independiente;14;primaria;soltero;39850000;6;consumo;B;bueno
1189625;48;adulto;independiente;11;secundaria;casado;26850000;4;consumo;B;bueno
1753834;31;joven-adulto;dependiente;15;primaria;casado;20450000;5;capital de trabajo;A;bueno
2541409;20;joven;independiente;7;primaria;soltero;15850000;1;consumo;B;malo
1803819;43;adulto;independiente;5;primaria;casado;2300000;7;consumo;B;bueno
2408440;34;joven-adulto;independiente;8;secundaria;casado;2600000;3;otros;B;malo
1335942;18;joven;independiente;6;terciaria;casado;12850000;2;vehiculo;A;bueno
1413584;33;joven-adulto;independiente;15;secundaria;soltero;32350000;5;consumo;B;bueno
1349922;35;joven-adulto;independiente;3;terciaria;casado;14550000;2;vivienda;C;malo
1336390;40;joven-adulto;dependiente;2;secundaria;casado;14600000;3;consumo;B;malo
2675510;39;joven-adulto;dependiente;15;terciaria;casado;21550000;9;consumo;C;bueno
3338139;47;adulto;dependiente;3;primaria;soltero;12750000;8;consumo;B;malo
2262358;29;joven-adulto;independiente;12;secundaria;soltero;8700000;8;vehiculo;B;malo
2608644;32;joven-adulto;dependiente;5;terciaria;casado;35650000;8;vehiculo;A;bueno
1908144;52;adulto;dependiente;13;primaria;soltero;39550000;5;consumo;B;bueno
2441903;44;adulto;dependiente;5;secundaria;casado;4800000;4;vivienda;B;bueno
3851493;58;mayor;independiente;14;primaria;casado;22550000;1;vivienda;B;bueno
2239600;32;joven-adulto;dependiente;12;secundaria;casado;21550000;8;vivienda;A;bueno
1107350;29;joven-adulto;independiente;1;secundaria;casado;5400000;1;consumo;A;bueno
1383855;20;joven;independiente;3;terciaria;soltero;20950000;7;consumo;C;malo
1585795;34;joven-adulto;independiente;5;primaria;casado;14850000;3;vivienda;A;bueno
3497244;64;mayor;dependiente;11;terciaria;casado;39450000;8;consumo;A;bueno
1462090;39;joven-adulto;independiente;11;terciaria;casado;12900000;5;vivienda;A;bueno
1205290;37;joven-adulto;dependiente;9;secundaria;soltero;3100000;6;consumo;C;bueno
1951775;39;joven-adulto;independiente;11;primaria;casado;35250000;9;otros;A;bueno
1351201;43;adulto;dependiente;1;primaria;casado;40750000;6;vehiculo;C;bueno
2960942;42;adulto;independiente;14;terciaria;casado;9700000;7;vivienda;A;bueno
2503296;45;adulto;dependiente;11;secundaria;soltero;31850000;8;vehiculo;B;bueno
1428032;63;mayor;independiente;8;secundaria;casado;5900000;9;vehiculo;B;malo
1535194;63;mayor;dependiente;8;terciaria;casado;20850000;3;vivienda;C;bueno
2633245;21;joven;independiente;13;secundaria;casado;33450000;6;vehiculo;B;bueno
1193922;55;adulto;independiente;3;terciaria;soltero;32950000;9;otros;A;bueno
1365447;49;adulto;independiente;13;secundaria;casado;7900000;9;consumo;C;malo
1982482;32;joven-adulto;dependiente;2;secundaria;casado;9500000;6;vivienda;B;bueno
1528361;54;adulto;independiente;3;terciaria;casado;26650000;7;capital de trabajo;C;malo
1681372;40;joven-adulto;dependiente;8;terciaria;soltero;28250000;5;capital de trabajo;C;malo
1017868;48;adulto;independiente;6;secundaria;casado;14750000;8;consumo;A;bueno
1166733;26;joven;dependiente;13;secundaria;soltero;14850000;8;capital de trabajo;A;bueno
2087656;51;adulto;independiente;3;terciaria;casado;38250000;6;vivienda;C;bueno
1247550;26;joven;independiente;3;primaria;casado;13200000;8;vivienda;A;bueno
3217684;39;joven-adulto;dependiente;8;secundaria;soltero;4700000;8;capital de trabajo;A;bueno
4700097;37;joven-adulto;dependiente;6;primaria;casado;37950000;7;vivienda;B;bueno
3681210;30;joven-adulto;independiente;8;secundaria;soltero;9300000;3;capital de trabajo;B;bueno
1200167;38;joven-adulto;dependiente;14;terciaria;soltero;12250000;8;vivienda;B;bueno
1108278;23;joven;independiente;5;terciaria;casado;21550000;8;vehiculo;A;bueno
2462643;65;mayor;dependiente;7;terciaria;soltero;12150000;1;otros;A;bueno
1918813;55;adulto;dependiente;7;secundaria;casado;12550000;9;otros;C;malo
1984707;29;joven-adulto;dependiente;14;secundaria;casado;34350000;7;vehiculo;C;bueno
2629358;59;mayor;dependiente;3;terciaria;casado;25750000;4;vivienda;B;bueno
2548549;44;adulto;independiente;5;primaria;soltero;39350000;7;vehiculo;A;bueno
2600846;31;joven-adulto;dependiente;1;terciaria;casado;18450000;8;capital de trabajo;B;bueno
2080323;26;joven;independiente;1;primaria;casado;12250000;8;otros;B;bueno
2261876;63;mayor;independiente;4;secundaria;casado;13950000;7;vivienda;C;malo
1633432;54;adulto;dependiente;14;terciaria;casado;29050000;7;capital de trabajo;C;malo
1321516;48;adulto;independiente;13;primaria;soltero;13750000;1;consumo;C;malo
1444353;21;joven;independiente;8;secundaria;soltero;20450000;2;otros;A;bueno
2348371;61;mayor;independiente;14;terciaria;casado;30850000;2;consumo;C;bueno
1454184;33;joven-adulto;dependiente;2;secundaria;casado;3000000;7;consumo;C;bueno
1589384;55;adulto;dependiente;6;primaria;soltero;28950000;7;capital de trabajo;C;malo
1589373;53;adulto;independiente;6;terciaria;soltero;31250000;3;vivienda;A;bueno
2441954;18;joven;dependiente;10;secundaria;soltero;12000000;2;otros;A;bueno
1639865;58;mayor;independiente;13;primaria;soltero;23250000;1;consumo;A;malo
2621009;19;joven;independiente;5;primaria;soltero;13500000;4;capital de trabajo;C;malo
2852594;62;mayor;independiente;3;secundaria;soltero;40250000;3;vivienda;C;bueno
3358759;55;adulto;independiente;15;secundaria;soltero;15350000;8;otros;B;bueno
1606969;20;joven;independiente;1;secundaria;casado;26650000;6;vivienda;C;malo
2624681;53;adulto;independiente;14;secundaria;casado;14900000;6;consumo;A;bueno
2643907;38;joven-adulto;independiente;1;secundaria;casado;19850000;6;capital de trabajo;B;malo
1380131;43;adulto;dependiente;11;secundaria;soltero;18150000;5;vivienda;B;bueno
2401219;41;adulto;independiente;2;terciaria;casado;14100000;2;capital de trabajo;A;bueno
1781835;51;adulto;independiente;12;secundaria;casado;37450000;8;capital de trabajo;B;bueno
2915170;25;joven;dependiente;9;secundaria;casado;37250000;4;otros;B;bueno
1746950;52;adulto;independiente;9;secundaria;soltero;15950000;2;capital de trabajo;C;malo
1582148;34;joven-adulto;dependiente;5;primaria;casado;31850000;8;vehiculo;A;bueno
3228705;57;mayor;independiente;8;primaria;soltero;17650000;9;vivienda;B;bueno
7186461;28;joven-adulto;dependiente;10;terciaria;soltero;13350000;6;capital de trabajo;A;bueno
2911237;25;joven;independiente;4;terciaria;casado;7700000;5;otros;C;malo
1042455;27;joven;dependiente;5;primaria;casado;19150000;7;vehiculo;B;malo
1179864;52;adulto;dependiente;8;primaria;casado;23150000;6;vehiculo;C;malo
1174714;62;mayor;dependiente;4;terciaria;casado;29150000;6;capital de trabajo;C;malo
4490028;34;joven-adulto;dependiente;3;primaria;soltero;26350000;2;capital de trabajo;C;bueno
1822869;21;joven;independiente;14;primaria;casado;26150000;4;capital de trabajo;A;malo
2254580;27;joven;dependiente;15;terciaria;casado;13600000;9;vivienda;A;bueno
2647347;36;joven-adulto;dependiente;2;terciaria;soltero;6900000;7;consumo;C;bueno
1835850;21;joven;dependiente;1;secundaria;casado;6900000;4;vehiculo;C;malo
1383290;64;mayor;dependiente;2;secundaria;soltero;34050000;8;vivienda;C;malo
1171749;19;joven;dependiente;4;secundaria;soltero;13300000;3;vivienda;B;bueno
2067596;35;joven-adulto;dependiente;11;secundaria;casado;22150000;9;otros;B;bueno
2193708;25;joven;independiente;7;terciaria;casado;18950000;2;consumo;C;malo
2534700;52;adulto;independiente;9;secundaria;casado;14750000;7;capital de trabajo;B;bueno
2841110;36;joven-adulto;independiente;6;terciaria;soltero;34350000;9;vivienda;B;bueno
2579464;27;joven;independiente;5;secundaria;soltero;20850000;2;otros;A;malo
1427028;46;adulto;independiente;15;terciaria;casado;36050000;4;vehiculo;B;bueno
1448140;35;joven-adulto;dependiente;9;primaria;casado;20350000;1;capital de trabajo;C;bueno
3351419;31;joven-adulto;dependiente;5;terciaria;casado;8900000;8;capital de trabajo;C;bueno
1428126;31;joven-adulto;independiente;4;primaria;soltero;12450000;4;otros;A;bueno
2294565;59;mayor;dependiente;15;terciaria;soltero;20050000;7;vehiculo;B;bueno
1316330;22;joven;independiente;4;primaria;casado;28050000;6;vivienda;B;malo
5764667;36;joven-adulto;independiente;9;secundaria;soltero;5500000;2;consumo;A;malo
1714255;56;mayor;independiente;3;terciaria;soltero;9100000;8;capital de trabajo;A;bueno
2455206;33;joven-adulto;dependiente;12;primaria;casado;25150000;9;consumo;C;malo
3265294;34;joven-adulto;dependiente;3;primaria;soltero;10600000;9;capital de trabajo;C;malo
3311788;38;joven-adulto;independiente;12;terciaria;casado;11850000;1;capital de trabajo;C;malo
1926952;51;adulto;dependiente;7;terciaria;casado;9700000;1;vehiculo;B;malo
3419410;19;joven;independiente;13;terciaria;casado;8300000;3;vehiculo;A;malo
3017192;49;adulto;dependiente;5;terciaria;soltero;3900000;5;vivienda;A;bueno
2856163;49;adulto;dependiente;1;primaria;soltero;14850000;3;vehiculo;B;malo
1780091;33;joven-adulto;independiente;15;primaria;casado;10100000;3;vehiculo;A;malo
2871975;20;joven;dependiente;4;secundaria;soltero;12250000;7;vehiculo;A;bueno
1608729;26;joven;independiente;13;primaria;soltero;30650000;7;consumo;C;malo
1764948;44;adulto;independiente;13;terciaria;soltero;37550000;5;consumo;A;bueno
1471145;30;joven-adulto;dependiente;4;terciaria;soltero;9300000;2;otros;A;bueno
2284092;45;adulto;independiente;9;primaria;casado;12700000;2;capital de trabajo;B;bueno
1333779;31;joven-adulto;independiente;8;secundaria;casado;9700000;2;vehiculo;A;malo
1398465;54;adulto;dependiente;11;primaria;soltero;14750000;3;consumo;C;malo
2801110;37;joven-adulto;independiente;9;primaria;casado;23250000;4;capital de trabajo;C;bueno
2877121;45;adulto;dependiente;7;terciaria;casado;6000000;2;consumo;C;bueno
2426542;57;mayor;dependiente;13;primaria;soltero;32650000;4;vivienda;A;bueno
1398481;40;joven-adulto;independiente;2;secundaria;soltero;23450000;1;capital de trabajo;C;malo
1878072;19;joven;dependiente;4;secundaria;casado;40550000;6;capital de trabajo;B;bueno
2075389;23;joven;independiente;13;primaria;soltero;3500000;6;vivienda;A;malo
3013143;50;adulto;dependiente;14;secundaria;soltero;17550000;2;capital de trabajo;C;malo
2089705;32;joven-adulto;independiente;2;terciaria;casado;32650000;9;consumo;C;bueno
1513758;63;mayor;dependiente;8;primaria;casado;25150000;6;consumo;A;bueno
2082939;62;mayor;independiente;15;terciaria;casado;18050000;8;capital de trabajo;C;malo
1461340;28;joven-adulto;dependiente;13;terciaria;casado;5100000;4;capital de trabajo;B;bueno
2657141;57;mayor;independiente;11;primaria;soltero;5400000;7;vehiculo;B;malo
2657097;18;joven;independiente;5;primaria;soltero;17450000;9;vehiculo;C;malo
2936507;39;joven-adulto;dependiente;3;terciaria;soltero;11700000;7;capital de trabajo;C;malo
1643397;37;joven-adulto;independiente;9;terciaria;casado;9200000;1;vehiculo;B;malo
2834887;20;joven;dependiente;15;secundaria;soltero;26550000;1;otros;A;malo
3722301;65;mayor;independiente;7;secundaria;casado;17850000;3;otros;B;bueno
1732011;52;adulto;dependiente;15;primaria;casado;36050000;3;otros;C;malo
2594358;32;joven-adulto;dependiente;12;terciaria;casado;11900000;1;capital de trabajo;B;bueno
2648868;38;joven-adulto;independiente;12;primaria;casado;22950000;1;vehiculo;C;bueno
3249009;30;joven-adulto;independiente;9;terciaria;casado;36050000;9;vivienda;C;bueno
1333819;61;mayor;independiente;4;primaria;soltero;27950000;7;vivienda;C;malo
2607451;47;adulto;dependiente;4;secundaria;casado;12450000;7;otros;B;bueno
1095214;64;mayor;dependiente;4;primaria;soltero;36550000;7;capital de trabajo;B;bueno
1355853;38;joven-adulto;dependiente;5;secundaria;soltero;39550000;5;consumo;C;malo
2289696;47;adulto;dependiente;13;primaria;casado;15950000;9;capital de trabajo;C;malo
1609459;61;mayor;independiente;4;primaria;casado;10850000;3;consumo;B;bueno
1933890;55;adulto;dependiente;11;secundaria;casado;35950000;9;otros;A;bueno
3429271;62;mayor;dependiente;6;terciaria;soltero;39950000;9;otros;A;bueno
2472795;49;adulto;independiente;4;primaria;casado;40250000;4;consumo;A;bueno
1934963;21;joven;independiente;12;secundaria;soltero;15650000;8;vivienda;A;bueno
2645127;51;adulto;independiente;5;terciaria;casado;9500000;2;vehiculo;A;malo
2887256;21;joven;dependiente;8;secundaria;casado;5100000;5;vehiculo;C;malo
2406866;42;adulto;independiente;14;terciaria;soltero;15050000;2;consumo;C;malo
2268891;22;joven;independiente;4;primaria;casado;21350000;4;consumo;B;malo
1753979;48;adulto;independiente;2;terciaria;casado;12750000;2;consumo;C;malo
1799726;35;joven-adulto;dependiente;14;secundaria;casado;23650000;2;vehiculo;C;malo
1378793;65;mayor;dependiente;4;terciaria;soltero;10400000;6;otros;B;bueno
1320413;37;joven-adulto;dependiente;6;primaria;casado;20250000;4;vivienda;A;bueno
1377814;46;adulto;dependiente;1;terciaria;soltero;6700000;6;vivienda;B;malo
1314874;59;mayor;dependiente;5;terciaria;casado;10200000;1;otros;A;bueno
4062725;44;adulto;independiente;13;secundaria;casado;30350000;7;consumo;B;bueno
3270846;43;adulto;independiente;11;secundaria;casado;6500000;2;vehiculo;A;malo
2600762;20;joven;dependiente;11;secundaria;soltero;4300000;9;consumo;A;bueno
3911109;26;joven;dependiente;7;terciaria;soltero;26150000;3;consumo;A;bueno
2483743;62;mayor;independiente;10;primaria;casado;16350000;2;vivienda;C;malo
1883658;58;mayor;dependiente;13;primaria;casado;22850000;1;vivienda;A;bueno
1303704;57;mayor;independiente;13;secundaria;casado;28650000;3;vivienda;B;bueno
1205871;63;mayor;independiente;15;primaria;soltero;6900000;9;otros;C;bueno
2635257;20;joven;dependiente;8;secundaria;casado;11150000;8;otros;A;bueno
2531983;65;mayor;dependiente;10;secundaria;soltero;14000000;8;capital de trabajo;C;malo
2091801;22;joven;independiente;8;primaria;soltero;28950000;2;capital de trabajo;B;malo
3358765;59;mayor;dependiente;11;terciaria;soltero;13400000;7;consumo;C;malo
2853154;59;mayor;independiente;10;primaria;casado;37250000;4;consumo;C;bueno
1362635;35;joven-adulto;dependiente;12;secundaria;casado;9700000;7;otros;A;bueno
2537554;29;joven-adulto;independiente;14;primaria;casado;12600000;8;vehiculo;C;malo
1730155;59;mayor;independiente;1;secundaria;casado;30350000;3;vivienda;B;bueno
3017221;19;joven;independiente;4;primaria;casado;9700000;1;vehiculo;B;malo
2412186;55;adulto;dependiente;13;terciaria;casado;14950000;9;vehiculo;C;malo
2272323;23;joven;independiente;10;secundaria;casado;7900000;4;capital de trabajo;B;bueno
1317134;49;adulto;independiente;3;terciaria;casado;13900000;4;capital de trabajo;C;malo
1366395;37;joven-adulto;dependiente;2;terciaria;casado;28450000;3;vehiculo;A;bueno
2535107;33;joven-adulto;dependiente;9;terciaria;soltero;31250000;8;consumo;B;bueno
2146706;52;adulto;independiente;1;secundaria;casado;21550000;3;vehiculo;C;malo
4065054;32;joven-adulto;dependiente;5;secundaria;casado;20750000;8;vehiculo;C;malo
7708650;34;joven-adulto;dependiente;1;primaria;soltero;12050000;8;otros;A;bueno
2016953;20;joven;independiente;2;secundaria;casado;36950000;2;capital de trabajo;A;bueno
2977428;64;mayor;independiente;5;terciaria;casado;29050000;5;vivienda;C;bueno
3909330;57;mayor;dependiente;13;secundaria;casado;11600000;8;otros;B;bueno
2089346;57;mayor;dependiente;12;terciaria;casado;6400000;3;vehiculo;B;malo
1456190;35;joven-adulto;dependiente;6;primaria;soltero;22850000;7;capital de trabajo;B;bueno
1081232;57;mayor;dependiente;12;primaria;casado;12300000;6;capital de trabajo;C;malo
2099604;60;mayor;dependiente;9;secundaria;soltero;5800000;5;consumo;A;bueno
3459128;29;joven-adulto;dependiente;15;secundaria;casado;13750000;4;capital de trabajo;B;bueno
2912051;45;adulto;dependiente;1;secundaria;soltero;19250000;3;otros;B;bueno
1377492;61;mayor;independiente;15;primaria;soltero;12900000;9;consumo;C;malo
1428244;29;joven-adulto;dependiente;5;secundaria;casado;9500000;3;consumo;B;bueno
2907442;62;mayor;dependiente;2;primaria;casado;30650000;7;consumo;B;bueno
2305404;27;joven;dependiente;10;secundaria;casado;18150000;1;vehiculo;B;malo
1967602;33;joven-adulto;independiente;6;primaria;soltero;6200000;1;otros;B;malo
1570170;55;adulto;independiente;2;primaria;soltero;16650000;5;vehiculo;A;bueno
1371982;21;joven;independiente;9;secundaria;casado;34950000;5;capital de trabajo;C;malo
2600898;59;mayor;independiente;1;secundaria;soltero;23950000;7;capital de trabajo;B;bueno
1251589;35;joven-adulto;independiente;2;terciaria;soltero;20950000;1;vivienda;A;bueno
1377540;35;joven-adulto;independiente;13;primaria;casado;8700000;6;consumo;A;malo
1226525;45;adulto;independiente;9;secundaria;casado;12700000;4;otros;C;malo
1650201;56;mayor;dependiente;13;terciaria;soltero;37750000;1;otros;A;bueno
1217234;51;adulto;independiente;9;secundaria;soltero;5400000;5;otros;A;malo
2813360;21;joven;independiente;9;secundaria;casado;18550000;4;consumo;A;bueno
2609479;35;joven-adulto;independiente;8;terciaria;soltero;24250000;8;consumo;C;malo
1246412;50;adulto;independiente;10;terciaria;soltero;27950000;2;consumo;A;bueno
1661384;40;joven-adulto;independiente;15;primaria;soltero;17550000;9;otros;B;bueno
1709703;20;joven;dependiente;5;secundaria;soltero;25550000;1;vivienda;C;malo
1383182;24;joven;dependiente;7;secundaria;soltero;16850000;1;vivienda;A;bueno
1470243;31;joven-adulto;independiente;6;secundaria;soltero;3800000;8;consumo;B;malo
3534366;49;adulto;dependiente;2;secundaria;soltero;15650000;3;capital de trabajo;B;bueno
3840970;62;mayor;dependiente;4;terciaria;soltero;17050000;4;vehiculo;C;malo
2183272;31;joven-adulto;dependiente;15;terciaria;casado;38450000;6;consumo;B;bueno
1026212;31;joven-adulto;dependiente;10;primaria;casado;13800000;4;consumo;B;malo
3585538;65;mayor;independiente;13;terciaria;soltero;35050000;1;capital de trabajo;C;bueno
1515261;47;adulto;dependiente;9;secundaria;casado;14000000;2;vehiculo;C;malo
1395526;34;joven-adulto;dependiente;13;primaria;soltero;19250000;4;vivienda;A;bueno
1395524;22;joven;dependiente;8;secundaria;casado;32650000;2;consumo;A;bueno
1444485;26;joven;dependiente;7;primaria;soltero;24050000;4;vivienda;A;malo
1830112;28;joven-adulto;dependiente;6;secundaria;casado;21250000;9;vehiculo;B;bueno
1935652;58;mayor;dependiente;11;secundaria;casado;37550000;1;vehiculo;C;malo
2417860;59;mayor;dependiente;10;secundaria;soltero;29750000;1;capital de trabajo;C;malo
2523059;45;adulto;independiente;7;secundaria;casado;26350000;3;vivienda;C;bueno
2371403;43;adulto;dependiente;7;primaria;casado;27850000;4;vehiculo;B;bueno
2823087;36;joven-adulto;independiente;9;primaria;soltero;38750000;4;vivienda;A;bueno
2079833;34;joven-adulto;dependiente;14;secundaria;casado;22650000;3;vehiculo;B;bueno
2624132;21;joven;independiente;15;primaria;casado;13750000;8;capital de trabajo;A;bueno
3619178;60;mayor;dependiente;2;terciaria;casado;10700000;1;otros;C;bueno
2645756;64;mayor;independiente;5;secundaria;soltero;19050000;7;capital de trabajo;C;malo
2145597;60;mayor;dependiente;8;terciaria;soltero;11100000;1;vivienda;A;bueno
1186414;51;adulto;dependiente;2;secundaria;casado;29550000;5;vivienda;A;bueno
3024525;48;adulto;independiente;2;primaria;soltero;14500000;8;capital de trabajo;B;bueno
2104085;58;mayor;independiente;3;terciaria;casado;14450000;4;capital de trabajo;C;malo
2374092;29;joven-adulto;independiente;11;secundaria;casado;9700000;6;capital de trabajo;C;bueno
2047934;49;adulto;dependiente;6;terciaria;casado;28550000;4;capital de trabajo;B;bueno
1355067;58;mayor;dependiente;10;terciaria;soltero;19250000;1;consumo;A;bueno
1412220;32;joven-adulto;independiente;10;secundaria;soltero;14550000;9;consumo;A;bueno
1476307;39;joven-adulto;independiente;12;primaria;casado;31950000;5;capital de trabajo;C;bueno
2610488;25;joven;dependiente;11;primaria;soltero;16350000;4;vivienda;C;malo
1790913;26;joven;independiente;9;primaria;soltero;28050000;8;otros;C;malo
1801191;52;adulto;independiente;4;terciaria;soltero;5000000;9;consumo;A;bueno
2187049;28;joven-adulto;dependiente;7;terciaria;casado;4300000;8;consumo;B;bueno
1600112;42;adulto;independiente;14;primaria;soltero;35050000;1;vivienda;A;bueno
1625309;41;adulto;dependiente;3;secundaria;casado;28550000;5;consumo;C;malo
1394913;31;joven-adulto;dependiente;14;secundaria;casado;39750000;8;otros;A;bueno
3563854;36;joven-adulto;independiente;7;primaria;casado;9500000;9;vivienda;C;bueno
1354725;30;joven-adulto;dependiente;2;primaria;casado;2300000;9;vehiculo;B;malo
1575380;50;adulto;independiente;11;terciaria;soltero;13200000;1;otros;A;bueno
1835855;63;mayor;dependiente;6;secundaria;casado;14000000;7;consumo;B;malo
1539335;18;joven;independiente;10;terciaria;casado;28450000;1;otros;B;bueno
1300172;19;joven;independiente;15;secundaria;casado;23250000;3;vehiculo;B;malo
1503062;54;adulto;dependiente;12;terciaria;soltero;5000000;1;vehiculo;A;malo
1515283;20;joven;dependiente;4;secundaria;casado;34050000;4;vivienda;B;bueno
1643919;23;joven;dependiente;7;secundaria;soltero;26750000;1;consumo;C;malo
2618097;50;adulto;dependiente;5;primaria;casado;19850000;5;otros;C;bueno
1792958;34;joven-adulto;independiente;1;primaria;casado;5900000;9;vivienda;A;malo
1572640;38;joven-adulto;dependiente;7;secundaria;casado;5700000;7;vivienda;A;bueno
5017065;54;adulto;dependiente;10;terciaria;casado;29950000;5;vivienda;B;bueno
1386195;39;joven-adulto;independiente;5;secundaria;casado;10100000;8;vivienda;C;bueno
1593915;36;joven-adulto;independiente;1;primaria;soltero;15350000;9;otros;B;bueno
1470221;43;adulto;dependiente;2;terciaria;soltero;37250000;6;vehiculo;A;bueno
1770868;24;joven;independiente;3;terciaria;soltero;37250000;6;capital de trabajo;B;bueno
2362078;48;adulto;independiente;10;secundaria;soltero;30350000;2;capital de trabajo;A;bueno
2848738;44;adulto;dependiente;9;primaria;soltero;39150000;9;consumo;B;bueno
2661914;56;mayor;dependiente;10;secundaria;casado;30350000;8;vivienda;A;bueno
1818516;49;adulto;dependiente;4;terciaria;casado;27350000;2;otros;A;bueno
1281862;19;joven;independiente;1;primaria;casado;19150000;9;vivienda;A;bueno
1334675;31;joven-adulto;independiente;4;primaria;casado;36650000;8;vivienda;C;malo
1381303;31;joven-adulto;dependiente;3;secundaria;casado;38250000;2;vehiculo;B;bueno
1343942;63;mayor;independiente;10;secundaria;soltero;37950000;5;vivienda;B;bueno
2884130;30;joven-adulto;independiente;13;terciaria;casado;38450000;3;capital de trabajo;C;bueno
1306126;48;adulto;dependiente;13;primaria;soltero;9200000;3;consumo;A;bueno
1330418;19;joven;independiente;7;secundaria;soltero;27550000;8;vehiculo;C;malo
1337068;25;joven;dependiente;4;secundaria;soltero;14350000;5;vehiculo;A;bueno
1276400;24;joven;dependiente;5;secundaria;casado;17650000;9;vehiculo;C;malo
1337546;20;joven;independiente;13;primaria;casado;15750000;3;vehiculo;A;bueno
1820998;47;adulto;dependiente;10;secundaria;soltero;40550000;5;otros;A;bueno
1300631;40;joven-adulto;dependiente;9;terciaria;soltero;14500000;2;capital de trabajo;A;bueno
1836756;63;mayor;dependiente;12;primaria;soltero;7300000;8;otros;B;bueno
2033822;21;joven;dependiente;8;secundaria;casado;33250000;6;consumo;A;bueno
1509705;56;mayor;independiente;14;secundaria;casado;3100000;9;vivienda;A;bueno
2285118;60;mayor;dependiente;1;primaria;casado;20150000;2;otros;A;bueno
1990386;27;joven;dependiente;6;primaria;soltero;16450000;9;vivienda;C;malo
4641853;49;adulto;dependiente;6;secundaria;soltero;29250000;5;capital de trabajo;C;malo
2122610;40;joven-adulto;dependiente;14;primaria;soltero;27750000;4;otros;C;bueno
3035234;44;adulto;dependiente;14;secundaria;casado;11350000;8;consumo;C;bueno
5139791;62;mayor;independiente;8;terciaria;soltero;22650000;9;capital de trabajo;B;malo
1926133;24;joven;independiente;7;secundaria;casado;19450000;3;vivienda;B;malo
1657325;56;mayor;independiente;6;secundaria;casado;8400000;6;vivienda;B;bueno
1490656;62;mayor;dependiente;11;secundaria;soltero;32550000;8;otros;C;malo
1626949;44;adulto;independiente;15;primaria;soltero;37950000;4;otros;B;bueno
1657329;40;joven-adulto;independiente;8;terciaria;casado;32550000;5;vehiculo;A;bueno
4081175;26;joven;dependiente;3;primaria;casado;14350000;7;vivienda;C;malo
1367770;49;adulto;dependiente;2;primaria;casado;12000000;4;otros;C;malo
2663984;49;adulto;dependiente;11;secundaria;casado;5700000;9;capital de trabajo;A;bueno
2155602;48;adulto;independiente;5;primaria;casado;22050000;1;consumo;C;bueno
2885414;34;joven-adulto;dependiente;10;secundaria;soltero;34150000;6;otros;A;bueno
4152775;28;joven-adulto;dependiente;13;secundaria;casado;40250000;9;otros;C;bueno
1189680;41;adulto;dependiente;6;primaria;casado;18850000;7;otros;C;malo
1896683;56;mayor;independiente;13;secundaria;casado;40250000;5;vivienda;C;malo
1520603;27;joven;dependiente;4;primaria;soltero;10850000;6;vivienda;A;malo
2570705;31;joven-adulto;independiente;15;secundaria;casado;3500000;5;otros;C;malo
1650798;38;joven-adulto;dependiente;11;primaria;soltero;10300000;9;capital de trabajo;B;bueno
2808347;23;joven;dependiente;14;secundaria;casado;15050000;6;vivienda;B;bueno
1379161;64;mayor;independiente;12;primaria;casado;11400000;4;otros;B;bueno
1780900;36;joven-adulto;dependiente;3;terciaria;casado;7200000;3;consumo;C;bueno
1592229;35;joven-adulto;independiente;3;terciaria;casado;8300000;8;capital de trabajo;C;malo
2378329;57;mayor;dependiente;12;terciaria;soltero;14900000;7;vehiculo;C;malo
2573940;48;adulto;dependiente;15;terciaria;soltero;13800000;7;vivienda;A;bueno
1329084;41;adulto;independiente;9;secundaria;casado;38250000;7;otros;A;bueno
3230793;61;mayor;dependiente;2;secundaria;casado;25250000;5;consumo;C;bueno
1907876;27;joven;dependiente;1;terciaria;casado;29750000;9;vivienda;B;malo
6178692;62;mayor;independiente;7;terciaria;soltero;2000000;4;consumo;A;bueno
3027193;23;joven;independiente;3;primaria;soltero;9400000;6;capital de trabajo;C;malo
1790975;18;joven;dependiente;14;secundaria;casado;38150000;2;vehiculo;C;malo
1355097;50;adulto;independiente;1;secundaria;soltero;31050000;5;otros;C;malo
2360503;54;adulto;dependiente;1;terciaria;soltero;21450000;6;consumo;A;bueno
1345231;44;adulto;dependiente;1;terciaria;casado;16350000;2;otros;C;malo
